Model,Task,Format,Backend,Inference_ID,Latency_ms,Accuracy
MobileNetV5,Rock_Classification,INT4,NPU,97,18.798,79.87%
MobileNetV5,Rock_Classification,INT4,NPU,98,17.632,79.87%
MobileNetV5,Rock_Classification,INT4,NPU,99,18.845,79.87%
MobileNetV5,Rock_Classification,INT4,NPU,100,18.671,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,1,38.441,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,2,37.978,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,3,40.148,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,4,39.679,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,5,37.353,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,6,39.252,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,7,39.427,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,8,38.276,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,9,36.107,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,10,37.708,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,11,38.852,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,12,38.763,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,13,39.399,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,14,39.683,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,15,39.81,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,16,38.935,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,17,38.598,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,18,41.984,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,19,38.284,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,20,36.713,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,21,39.212,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,22,41.077,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,23,36.044,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,24,38.667,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,25,36.381,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,26,39.183,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,27,40.081,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,28,40.352,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,29,39.533,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,30,38.237,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,31,36.545,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,32,38.276,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,33,41.915,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,34,37.566,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,35,40.123,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,36,37.692,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,37,39.21,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,38,40.544,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,39,41.084,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,40,38.068,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,41,38.425,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,42,37.245,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,43,37.396,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,44,41.814,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,45,38.449,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,46,38.777,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,47,39.355,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,48,37.081,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,49,37.231,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,50,39.403,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,51,40.111,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,52,37.786,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,53,39.468,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,54,39.458,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,55,37.608,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,56,40.482,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,57,37.532,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,58,40.971,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,59,39.899,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,60,40.488,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,61,36.163,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,62,37.645,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,63,37.372,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,64,41.126,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,65,38.519,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,66,39.094,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,67,38.952,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,68,38.369,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,69,40.04,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,70,40.119,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,71,39.602,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,72,39.045,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,73,38.722,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,74,38.811,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,75,37.449,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,76,39.513,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,77,38.633,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,78,38.066,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,79,39.347,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,80,41.006,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,81,35.511,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,82,39.314,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,83,39.734,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,84,38.635,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,85,40.591,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,86,37.908,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,87,41.864,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,88,41.697,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,89,40.253,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,90,35.727,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,91,37.399,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,92,37.964,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,93,38.757,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,94,38.596,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,95,40.921,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,96,39.784,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,97,40.572,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,98,37.883,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,99,37.704,79.87%
MobileNetV5,Rock_Classification,INT4,GPU,100,42.177,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,1,621.537,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,2,620.654,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,3,568.461,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,4,580.875,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,5,618.617,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,6,591.289,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,7,553.723,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,8,577.917,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,9,565.424,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,10,579.597,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,11,551.651,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,12,594.007,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,13,608.943,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,14,583.92,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,15,551.117,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,16,610.967,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,17,585.753,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,18,598.316,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,19,631.665,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,20,576.233,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,21,534.616,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,22,599.645,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,23,592.291,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,24,587.014,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,25,603.25,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,26,553.813,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,27,596.944,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,28,558.894,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,29,553.438,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,30,545.918,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,31,590.211,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,32,590.467,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,33,592.183,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,34,608.388,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,35,592.89,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,36,599.515,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,37,566.576,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,38,649.938,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,39,571.506,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,40,599.781,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,41,578.809,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,42,578.207,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,43,644.703,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,44,581.79,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,45,581.298,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,46,619.89,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,47,587.345,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,48,597.416,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,49,580.112,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,50,608.583,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,51,595.144,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,52,580.57,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,53,582.432,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,54,588.827,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,55,601.877,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,56,569.655,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,57,575.412,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,58,606.76,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,59,602.708,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,60,575.98,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,61,600.916,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,62,574.514,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,63,578.096,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,64,592.13,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,65,583.689,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,66,558.196,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,67,549.394,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,68,577.476,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,69,571.192,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,70,587.817,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,71,576.138,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,72,609.379,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,73,612.561,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,74,629.419,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,75,575.285,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,76,561.205,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,77,547.038,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,78,606.031,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,79,587.206,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,80,588.259,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,81,590.935,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,82,555.738,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,83,596.377,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,84,575.037,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,85,576.198,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,86,554.995,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,87,595.575,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,88,554.577,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,89,633.475,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,90,502.319,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,91,567.838,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,92,555.413,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,93,588.915,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,94,590.904,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,95,580.374,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,96,598.337,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,97,625.476,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,98,582.164,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,99,604.203,79.87%
MobileNetV5,Rock_Classification,INT4,CPU,100,563.078,79.87%
MobileNetV4-Large,Rock_Classification,INT8,NPU,1,15.546,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,2,17.317,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,3,17.977,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,4,16.27,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,5,15.442,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,6,17.336,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,7,16.453,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,8,16.59,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,9,17.75,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,10,15.504,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,11,16.789,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,12,16.529,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,13,16.695,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,14,17.017,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,15,16.837,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,16,17.035,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,17,16.36,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,18,16.826,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,19,16.645,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,20,16.52,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,21,16.342,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,22,17.712,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,23,17.674,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,24,16.616,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,25,15.303,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,26,16.83,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,27,16.65,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,28,16.767,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,29,17.173,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,30,16.045,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,31,16.924,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,32,17.592,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,33,17.892,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,34,17.192,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,35,17.324,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,36,16.492,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,37,16.485,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,38,17.093,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,39,16.191,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,40,17.301,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,41,16.523,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,42,17.672,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,43,16.534,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,44,18.12,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,45,17.915,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,46,16.027,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,47,17.767,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,48,16.435,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,49,16.388,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,50,16.132,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,51,16.176,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,52,17.695,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,53,17.0,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,54,16.191,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,55,16.344,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,56,16.464,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,57,16.943,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,58,16.766,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,59,17.457,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,60,16.674,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,61,17.0,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,62,17.655,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,63,16.813,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,64,17.814,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,65,16.621,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,66,16.552,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,67,17.549,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,68,16.429,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,69,15.853,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,70,16.558,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,71,16.646,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,72,16.784,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,73,18.014,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,74,16.597,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,75,14.837,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,76,16.889,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,77,17.482,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,78,15.886,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,79,16.949,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,80,16.185,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,81,16.319,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,82,16.457,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,83,17.2,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,84,17.348,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,85,17.478,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,86,17.11,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,87,17.151,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,88,16.629,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,89,16.972,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,90,16.679,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,91,16.475,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,92,16.521,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,93,16.735,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,94,17.447,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,95,17.31,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,96,16.118,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,97,16.362,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,98,17.605,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,99,16.502,96.76%
MobileNetV4-Large,Rock_Classification,INT8,NPU,100,17.029,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,1,125.689,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,2,116.854,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,3,129.958,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,4,134.027,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,5,117.178,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,6,128.62,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,7,130.405,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,8,128.854,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,9,129.506,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,10,122.923,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,11,127.234,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,12,123.923,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,13,132.67,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,14,131.1,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,15,131.092,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,16,130.359,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,17,128.038,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,18,128.152,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,19,133.169,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,20,132.092,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,21,125.411,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,22,124.795,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,23,134.81,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,24,121.345,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,25,123.325,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,26,137.895,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,27,121.122,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,28,126.898,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,29,134.758,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,30,127.159,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,31,130.972,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,32,126.925,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,33,135.511,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,34,128.785,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,35,135.96,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,36,135.185,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,37,124.175,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,38,119.302,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,39,118.886,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,40,118.743,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,41,127.348,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,42,130.919,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,43,122.538,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,44,134.384,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,45,132.621,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,46,126.304,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,47,119.714,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,48,125.392,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,49,125.994,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,50,124.579,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,51,125.222,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,52,122.314,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,53,121.939,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,54,127.951,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,55,125.105,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,56,121.796,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,57,135.008,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,58,127.002,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,59,124.659,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,60,133.78,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,61,128.715,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,62,123.887,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,63,128.662,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,64,122.595,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,65,129.284,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,66,131.558,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,67,127.814,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,68,126.172,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,69,137.888,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,70,121.466,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,71,134.325,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,72,149.183,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,73,115.201,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,74,136.803,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,75,118.199,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,76,135.367,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,77,131.967,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,78,124.446,96.76%
MobileNetV4-Large,Rock_Classification,INT8,GPU,79,118.799,96.76%
